1.50090647,1.500906399,1.500906041,1.500905447
1.500906738,1.500906626,1.50090627,1.500905678
1.500907448,1.500907336,1.500906981,1.500906389
1.500908632,1.50090852,1.500908165,1.500907573
1.500910288,1.500910176,1.500909821,1.500909231
1.500912416,1.500912304,1.50091195,1.500911361
1.500915015,1.500914903,1.50091455,1.500913963
1.500918083,1.500917972,1.50091762,1.500917034
1.50092162,1.500921509,1.500921159,1.500920575
1.500925624,1.500925513,1.500925164,1.500924582
1.500930092,1.500929982,1.500929634,1.500929055
1.500935023,1.500934914,1.500934568,1.500933991
1.500940415,1.500940306,1.500939962,1.500939388
1.500946265,1.500946157,1.500945814,1.500945244
1.50095257,1.500952463,1.500952123,1.500951556
1.500959329,1.500959222,1.500958884,1.500958321
1.500966537,1.500966431,1.500966095,1.500965536
1.500974191,1.500974086,1.500973753,1.500973198
1.500982289,1.500982184,1.500981854,1.500981304
1.500990826,1.500990722,1.500990395,1.50098985
1.500999798,1.500999696,1.500999371,1.500998831
1.501009203,1.501009101,1.50100878,1.501008245
1.501019034,1.501018933,1.501018616,1.501018087
1.501029288,1.501029188,1.501028874,1.501028352
1.501039959,1.501039861,1.501039551,1.501039035
1.501051042,1.501050946,1.50105064,1.501050131
1.501062532,1.501062437,1.501062136,1.501061635
1.501074421,1.501074328,1.501074032,1.501073541
1.501086702,1.501086611,1.501086322,1.50108584
1.501099368,1.501099278,1.501098996,1.501098526
1.501112408,1.501112321,1.501112046,1.501111589
1.501125811,1.501125727,1.501125462,1.501125021
1.501139566,1.501139485,1.501139231,1.501138807
1.501153657,1.501153581,1.501153339,1.501152936
1.501168068,1.501167996,1.50116777,1.501167391
1.501182778,1.501182711,1.501182502,1.501182153
1.501197762,1.501197702,1.501197514,1.5011972
1.501212993,1.50121294,1.501212778,1.501212504
1.501228436,1.501228392,1.501228259,1.501228035
1.501244051,1.501244018,1.501243921,1.501243754
1.501259791,1.501259771,1.501259715,1.501259617
1.5012756,1.501275595,1.501275588,1.50127557
1.501291411,1.501291424,1.501291474,1.501291552
1.501307148,1.501307181,1.501307299,1.501307488
1.501322719,1.501322776,1.501322973,1.501323291
1.501338018,1.501338103,1.501338391,1.501338862
1.501352921,1.501353039,1.501353434,1.50135408
1.501367286,1.501367441,1.501367959,1.501368808
1.501380946,1.501381145,1.501381805,1.501382888
1.501393712,1.501393961,1.501394783,1.501396136
1.501405365,1.501405671,1.501406679,1.501408339
1.501415655,1.501416026,1.501417246,1.501419257
1.501424298,1.501424743,1.501426203,1.501428613
1.50143097,1.501431499,1.501433231,1.501436092
1.501435308,1.501435932,1.50143797,1.501441339
1.501436899,1.501437629,1.501440012,1.501443953
1.501435281,1.50143613,1.5014389,1.501443481
1.501429937,1.501430919,1.50143412,1.501439416
1.50142029,1.50142142,1.5014251,1.501431192
1.501405697,1.501406992,1.501411203,1.501418178
1.501385446,1.501386923,1.501391722,1.501399674
1.501358751,1.501360428,1.501365875,1.501374904
1.501324743,1.50132664,1.501332801,1.501343013
1.50128247,1.501284609,1.50129155,1.50130306
1.501230888,1.501233291,1.501241085,1.501254014
1.501168856,1.501171547,1.501180271,1.501194745
1.501095132,1.501098137,1.50110787,1.501124024
1.501008367,1.501011712,1.50102254,1.501040513
1.5009071,1.500910812,1.500922822,1.500942763
1.500789752,1.50079386,1.500807145,1.500829205
1.500654622,1.500659155,1.50067381,1.500698151
1.500499882,1.500504872,1.500520996,1.500547781
